id,name,buildingType,specificBuildingType,description,closedDays,openHour,closeHour,notes
1667,"The Tyrettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1668,"The Hlaerretyn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1669,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1670,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1671,"The Bannizea Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1672,"The Heapgarden Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1673,"The Ellyria Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1674,"The Loudsong Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1675,"The Orledlues Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1676,"The Ousseatlithar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1677,"The Orledlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1678,"The Boonfall Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1679,"The Lazuloissa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1680,"The Proudbairn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1681,"The Proudbairn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1682,"The Myrthelrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1683,"The Killeaear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1684,"The Orledlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1685,"The Muggarden Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1686,"The Heasivalsa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1687,"The Digglegarden Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1688,"The Ragemace Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1689,"The Ragemace Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1690,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1691,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1692,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1693,"The Maerleetlas Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1694,"The Silverlob Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1695,"The Sturdyfield Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1696,"The Proudgins Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1697,"The Greel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1698,"The Norrenddare Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1699,"The Rhodoila Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1700,"The Bafflebell Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1701,"The Myrthettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1702,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1703,"The Djarmon Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1704,"The Pellettwist Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1705,"The Djarmon Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1706,"The Djarmon Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1707,"The Hillbeard Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1708,"The Chrysodur Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1709,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1710,"The Undertunnel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1711,"The Swiftbell Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1712,"The Kairaku Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1713,"The Norrethym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1714,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1715,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1716,"The Glittering Badger","INN","small inn","Small inn","[]",11,1,""
1717,"The Heasielrvis Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1718,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1719,"The Hogwort Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1720,"The Amberhands Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1721,"The Dwineplith Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1722,"The Sidereorin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1723,"The Porphyroyax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1724,"The Porphyroyax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1725,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1726,"The Bannithym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1727,"The Coppershield Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1728,"The Ousseathym-Melitharnith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1729,"The Shenn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1730,"The Prothoon Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1731,"The Magner-Tunnellygin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1732,"The Digglener Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1733,"The Arabidlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1734,"The Ousseatylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1735,"The Quarrywhisker Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1736,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1737,"The Arabidlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1738,"Tiger Hospital","SERVICE","doctor","A doctor, with average quality services.","[6,7]",9,17,""
1739,"The Flickerboot Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1740,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1741,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1742,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1743,"The Auvreanddare Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1744,"The Antriq Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1745,"The Heasianea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1746,"The Gyssealtin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1747,"The Bafflecloak Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1748,"The Kralkawryn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1749,"The Kralkawryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1750,"The Tyrneavalsa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1751,"The Heasianea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1752,"The Elmral Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1753,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1754,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1755,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1756,"The Aarlen Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1757,"The Stoutbit Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1758,"The Garnetarmor Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1759,"The Killetlithar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1760,"The Andistair Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1761,"The Quillthread Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1762,"The Eytherneldth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1763,"The Arabinddare Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1764,"The Duggins Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1765,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1766,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1767,"The Killearnith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1768,"The Eytheratear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1769,"The Chittering Starling","INN","small inn","Small inn","[]",11,1,""
1770,"The Aleanmitore Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1771,"The Barrowwedge Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1772,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1773,"The Fareward Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1774,"The Longheaver Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1775,"The Fluketrick Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1776,"The Basaltlode Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1777,"The Barg Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1778,"The Barg Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1779,"The Barg Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1780,"The Baequitylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1781,"The Bardrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1782,"The Grubbumble Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1783,"The Flintborn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1784,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1785,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1786,"The Pipebutton Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1787,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1788,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1789,"The Tanry Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1790,"The Aribe Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1791,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1792,"The Ourodrax Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1793,"The Fairiffer Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1794,"The Diggerner Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1795,"The Ousseasithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1796,"The Mavic Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1797,"Higlaia Hospital","SERVICE","doctor","A doctor, with average quality services.","[6,7]",9,17,""
1798,"The Seremnaria Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1799,"The Luckygrace Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1800,"The Seremnaria Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1801,"The Teasenrae Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1802,"The Bannburrow Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1803,"The Truegrace Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1804,"The Truegrace Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1805,"The Killeanea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1806,"The Mastruse Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1807,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1808,"The Claybond Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1809,"The Aleaundlin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1810,"The Aleazea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1811,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1812,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1813,"The Bannville Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1814,"The Anvilcrust Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1815,"The Coallore Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1816,"The Pebbletrick Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1817,"The Orlesithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1818,"The Baequineldth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1819,"The Orlesithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1820,"The Bellyrest Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1821,"The Bakailis Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1822,"The Kennyrvirrea Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1823,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1824,"The Gardsmial Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1825,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1826,"The Amberhammer Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1827,"The Barakax Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1828,"The Gobblehide Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1829,"The Siltcrush Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1830,"The Aleanrae Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1831,"The Wodhrian Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1832,"The Farehair Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1833,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1834,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1835,"The Goldcheek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1836,"The Goldbreath Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1837,"The Oussearaheal Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1838,"The Boldbonk Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1839,"The Drazvec Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1840,"The Tyrneavirrea Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1841,"The Drazvec Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1842,"The Mightyream Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1843,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1844,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1845,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1846,"The Tassafert Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1847,"The Flickerfen Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1848,"The Tyrretyn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1849,"The Noakesbuck Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1850,"The Rilynntlarn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1851,"The Mugwort Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1852,"The Tyrretyn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1853,"The Tyrretyn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1854,"The Tyrretyn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1855,"The Nimbol Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1856,"The Stoutdrum Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1857,"The Stoutdrum Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1858,"The Warsworn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1859,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1860,"The Bronzebeard Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1861,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1862,"The Beaniffer Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1863,"The Bannieplith Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1864,"The Bankstrong Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1865,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1866,"The Swiftcheek Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1867,"The Baequielrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1868,"The Baequielrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1869,"The Eytherettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1870,"Taval Clinic","SERVICE","doctor","A doctor, with average quality services.","[6,7]",9,17,""
1871,"The Kennyrtlithar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1872,"The Dryearettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1873,"The Dryearettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1874,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1875,"The Ousseatylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1876,"The Ousseannia Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1877,"The Granitearmor Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1878,"The Dirthannia Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1879,"The Freaniurdrenn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1880,"The Adastrayax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1881,"The Zerulila Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1882,"The Thistlecloak Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1883,"The Dwinvirrea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1884,"The Skittering Elephant","INN","small inn","Small inn","[]",11,1,""
1885,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1886,"The Arabidlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1887,"The Roperbody Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1888,"The Bolgehair Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1889,"The Ironbeard Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1890,"The Arabilylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1891,"The Arabiarnith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1892,"The Myrthsithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1893,"The Grubbsmoke Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1894,"The Auvreatlarn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1895,"The Hardrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1896,"The Grubbbuck Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1897,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1898,"The Hunithlylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1899,"The Eyllisanea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1900,"The Roughpath Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1901,"The Porphyrorith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1902,"The Loambrook Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1903,"The Gysselylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1904,"The Melithsithek Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1905,"The Melithsithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1906,"The Archorin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1907,"The Elderskin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1908,"The Elderskin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1909,"The Palletseeker Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1910,"The Palletseeker Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1911,"The Orlerae Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1912,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1913,"The Rootwort Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1914,"The Orlerae Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1915,"The Jasperflail Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1916,"The Myrii Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1917,"The Myrii Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1918,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1919,"The Heavysoul-Cavernpick Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1920,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1921,"The Cobbletrick Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1922,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1923,"The Bannhome Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1924,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1925,"The Temontel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1926,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1927,"The Quilverex Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1928,"The Dryearanea Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1929,"The Gobblereach Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1930,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1931,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1932,"The Kindflight Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1933,"The Pewterskin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1934,"The Rhath Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1935,"The Fineflight Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1936,"The Thistlemask-Dustheart Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1937,"The Thistlemask-Dustheart Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1938,"The Talcfrack Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1939,"The Tunnellygarden Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1940,"The Hlaelrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1941,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1942,"The Wrosceltiar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1943,"Bandit Health","SERVICE","doctor","A doctor, with average quality services.","[6,7]",9,17,""
1944,"The Rootes-Burrowfin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1945,"The Zoides Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1946,"The Ousseaneldth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1947,"The Heasilylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1948,"The Greatwedge Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1949,"The Dazzling Bandit","INN","small inn","Small inn","[]",11,1,""
1950,"The Diamondwell Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1951,"The Ousseaneldth Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1952,"The Wagglespell Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1953,"The Greatwedge Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1954,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1955,"The Ousseaneldth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1956,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1957,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1958,"The Freaniettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1959,"The Bellowcheek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1960,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1961,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1962,"The Eyllisthym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1963,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1964,"The Orleplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1965,"The Coaldrum Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1966,"The Tunnelspear Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1967,"The Tunnelspear Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1968,"The Norreurdrenn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1969,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1970,"The Cadradrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1971,"The Meliththym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1972,"The Glauwryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1973,"The Maerndlues Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1974,"The Rubblehild Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1975,"The Brickthane Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1976,"The Weediffer Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1977,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1978,"The Quartznail Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1979,"The Killetylar Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1980,"The Auvreanddare Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1981,"The Truepeak Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1982,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1983,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1984,"The Chetgee Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1985,"The Umaspin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1986,"The Vervadesce Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1987,"The Xeelona-Trilinn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1988,"The Hogville Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1989,"The Freanitylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1990,"The Freanitlithar Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1991,"The Bolgeumble Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1992,"The Bronzefen Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1993,"The Bolgeumble Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1994,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1995,"The Rhadakax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1996,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1997,"The Mathbairn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1998,"The Haygee Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1999,"The Mathbairn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2000,"The Brassflight Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
2001,"The Servant's Man","INN","small inn","Small inn","[]",11,1,""
2002,"The Jarioth Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
2003,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2004,"The Teasenundlin Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2005,"The Teasenundlin Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2006,"The Sackmathom Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2007,"The Tinkerthread Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2008,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2009,"The Bellowgrace Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
2010,"The Burrowfield Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2011,"The Burrowfield Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2012,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2013,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2014,"The Killeplith Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
2015,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2016,"The Aleanathem Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2017,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2018,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2019,"The Silverhunter Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2020,"The Babblefirn Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
2021,"The Chubbes Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2022,"The Aximil Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2023,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2024,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2025,"The Myrthitryn Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2026,"Hope Notary","SERVICE","notary","A notary, with good quality services.","[6,7]",9,17,""
